RF_DOC_ID,RF_DOC_CD,RFED_ACTG_LN_NO,ACTG_LN_DSCR
9279,PO,1,Meconium Aspirator
9280,DO,1,Media Clipping Services: Clippings Outtakes Crit
9281,PO,1,Media Conversion Services
9282,PO,1,"Medical and Dental Equipment and Supplies Sale of "
9283,CT,1,MEDICAL DENTAL AND LAB SUPPLY PER PRICE AGREEMENT
9284,DO,1,MEDICAL DENTAL AND LAB SUPPLY PER PRICE AGREEMENT
9285,PO,1,MEDICAL DENTAL AND LAB SUPPLY PER PRICE AGREEMENT
9286,PO,1,Medical Examination Equipment and Supplies (Not Ot
9287,DO,1,Medical Gases (For Anesthesia and Respiration Ther
9288,DO,1,Medical Services (Non-Physician)
9289,PO,1,Medical Services (Non-Physician)
9290,PO,1,MEGOHMMETER PORTABLE ANALOG
9291,PO,1,MEMBER MAIN SUSPENSION GALV. STEEL (FOR SUSPEN
9292,CT,1,MEMBERSHIPS DUES & FEES NON-COMPETITIVE
9293,PO,1,MEMBERSHIPS DUES & FEES NON-COMPETITIVE
9294,PO,1,MEMORY MODULES MICROCOMPUTER SIMM (SINGLE IN-LIN
9295,PO,1,MENINGOCOCCAL POLYSACCHARIDE VACCINE
9296,DO,1,Mental Health Services: Vocational Residential E
9297,PO,1,MERCHANDISER SNACK/COLD FOOD COMBINATION
9298,PO,1,METAL DOORS & FRAMES
9299,PO,1,METAL FABRICATIONS
9300,CT,1,Metal Finders and Detectors Pipe Locators etc.
9301,PO,1,Metal Finders and Detectors Pipe Locators etc.
9302,CTM,1,Metal Items: Boxes Cabinets Chassis Panels Rac
9303,PO,1,Metal Items: Boxes Cabinets Chassis Panels Rac
9304,PO,1,METAL MATERIALS
9305,PO,1,Metal Work
9306,PO,1,Metal Work Maintenance and Repair
9307,PO,1,Metallic Supplies: Alloys Precious Metals Tubes
9308,PO,1,Metals and Metal Products Manufacturing Services
9309,PO,1,Metals Precious
9310,CT,1,METALS: BARS PLATES RODS SHEETS STRIPS STRUCT
9311,PO,1,METALS: BARS PLATES RODS SHEETS STRIPS STRUCT
9312,PO,1,Metalworking Machines and Tools (Not Itemized Her
9313,CT,1,METER BOX ROUND HDPE AMI/AMR FOR DOUBLE METER
9314,CT,1,METER BOX ROUND HDPE AMI/AMR FOR SINGLE METER
9315,CTM,1,Meter Boxes and Concrete Pull Boxes
9316,DO,1,Meter Boxes and Concrete Pull Boxes
9317,DOM,1,Meter Boxes and Concrete Pull Boxes
9318,PO,1,Meter Boxes and Concrete Pull Boxes
9319,CT,1,Meter Boxes Meter Vaults and Valve Boxes (See 21
9320,PO,1,Meter Boxes Meter Vaults and Valve Boxes (See 21
9321,DO,1,METER COLD WATER 10 INCH TURBINE
9322,DO,1,METER COLD WATER 10 INCH X 2 INCH FIRE SERVICE
9323,DO,1,METER COLD WATER 1-1/2 INCH TURBINE
9324,DO,1,Meter Cold Water 1-1/2in. TURBINE for Reclaimed Wa
9325,PO,1,Meter Cold Water 1-1/2in. TURBINE for Reclaimed Wa
9326,DO,1,METER COLD WATER 2 INCH TURBINE
9327,PO,1,METER COLD WATER 2 INCH TURBINE
9328,DO,1,METER COLD WATER 3 INCH FIRE HYDRANT
9329,DO,1,METER COLD WATER 3 INCH MVR
9330,DO,1,METER COLD WATER 3 INCH TURBINE
9331,DO,1,METER COLD WATER 4 INCH MVR
9332,DO,1,METER COLD WATER 4 INCH TURBINE
9333,PO,1,Meter Cold Water 5/8 Inch X 3/4 Inch For Reclaimed
9334,DO,1,METER COLD WATER 6 INCH MVR
9335,DO,1,METER COLD WATER 6 INCH TURBINE
9336,CT,1,METER COLD WATER 6 INCH X 2 INCH FIRE SERVICE
9337,DO,1,METER COLD WATER 6 INCH X 2 INCH FIRE SERVICE
9338,DO,1,METER COLD WATER 8 INCH TURBINE
9339,CT,1,METER COLD WATER 8 INCH X 2 INCH  FIRE SERVICE
9340,DO,1,METER COLD WATER 8 INCH X 2 INCH  FIRE SERVICE
9341,DO,1,METER COLD WATER 8 INCH X 2 INCH X 6 INCH FIRE SER
9342,DO,1,METER COLD WATER SIZE 1 INCH
9343,DO,1,METER COLD WATER SIZE 3/4 INCH
9344,DO,1,METER COLD WATER SIZE 5/8 INCH X 3/4 INCH
9345,PO,1,METER COLD WATER SIZE 5/8 INCH X 3/4 INCH
9346,CT,1,Meter Fittings Water Accessories Parts and Con
9347,DO,1,Meter Fittings Water Accessories Parts and Con
9348,PO,1,Meter Fittings Water Accessories Parts and Con
9349,CT,1,METER PORTABLE ELECTRICAL TESTING MULTI ANALOG
9350,PO,1,METER PORTABLE ELECTRICAL TESTING MULTI ANALOG
9351,CT,1,Meter Reading Devices
9352,CTM,1,Meter Reading Devices
9353,PO,1,Meter Reading Devices
9354,CT,1,Meter Reading Services
9355,DO,1,Meter Reading Services
9356,PO,1,Meter Reading Services
9357,PO,1,METER WATER
9358,DO,1,METER WATER 1 1/2 INCH SR. POSTIVE DISPLACEMENT
9359,DO,1,METER WATER 2 INCH SR. POSTIVE DISPLACEMENT
9360,DO,1,Meter Water 8 inch Fire Service Demand Sensus Omni
9361,PO,1,"METER WATER POSITIVE DISPLACEMENT RECLAIMED 1-1/2 "
9362,PO,1,METER WATER POSITIVE DISPLACEMENT RECLAIMED 2 INCH
9363,PO,1,METERS AMP
9364,CT,1,METERS AMP - BRAND LISTED OR EQUAL
9365,DO,1,METERS AMP - BRAND LISTED OR EQUAL
9366,DOM,1,METERS AMP - BRAND LISTED OR EQUAL
9367,PO,1,Meters and Dispensers for Fuel Oil and Lubricant
9368,CT,1,METERS AND PARTS ANALOGIC DIGITAL
9369,PO,1,METERS AND PARTS ANALOGIC DIGITAL
9370,PO,1,METERS DISSOLVED OXYGEN BATTERY OPERATED
9371,PO,1,METERS ELECTRODE SENSING (INCL. PARTS & ACCESS.)
9372,CT,1,Meters Hand Held: Voltage Amperage Multi-Hand H
9373,DO,1,Meters Hand Held: Voltage Amperage Multi-Hand H
9374,PO,1,Meters Hand Held: Voltage Amperage Multi-Hand H
9375,PO,1,METERS HOUR
9376,CTM,1,Meters Indicating and Recording (Of Powerline Flu
9377,CT,1,Meters Indicating and Recording of Power Consumpt
9378,CTM,1,Meters Indicating and Recording of Power Consumpt
9379,DO,1,Meters Indicating and Recording of Power Consumpt
9380,DOM,1,Meters Indicating and Recording of Power Consumpt
9381,PO,1,Meters Indicating and Recording of Power Consumpt
9382,PO,1,Meters Indicating Panel
9383,CT,1,METERS LEVEL FREQUENCY SELECTIVE
9384,PO,1,METERS LEVEL FREQUENCY SELECTIVE
9385,DO,1,METERS TEMPERATURE DIGITAL
9386,PO,1,METERS TEMPERATURE DIGITAL
9387,PO,1,METERS VOLTAGE
9388,CT,1,Meters Water
9389,DO,1,Meters Water
9390,PO,1,Meters Water
9391,PO,1,METERS WATER FLOW (FOR WASTEWATER)
9392,CT,1,METERS WATER FLOW FOR CLEAN WATER
9393,PO,1,METERS WATER FLOW FOR CLEAN WATER
9394,DOM,1,METERS WATT-HOUR
9395,PO,1,METERS WATT-HOUR
9396,PO,1,METRONOMES AND TUNERS
9397,PO,1,MICE COMPUTER
9398,DO,1,Micro Mist Nebulizer  Hudson RCI # 1883 Micro Mist
9399,CT,1,Micro Mist? Nebulizer  Hudson RCI? # 1883 Micro Mi
9400,DO,1,Micro Mist? Nebulizer  Hudson RCI? # 1883 Micro Mi
9401,PO,1,Micro Mist? Nebulizer  Hudson RCI? # 1883 Micro Mi
9402,DO,1,MICROCOMPUTER WORKSTATION DOS OPERATING SYSTEM
9403,CT,1,MICROCOMPUTERS DESKTOP
9404,DO,1,MICROCOMPUTERS DESKTOP
9405,DOM,1,MICROCOMPUTERS DESKTOP
9406,CT,1,Microcomputers Desktop or Towerbased
9407,CTM,1,Microcomputers Desktop or Towerbased
9408,DO,1,Microcomputers Desktop or Towerbased
9409,PO,1,Microcomputers Desktop or Towerbased
9410,CTM,1,Microcomputers Desktop or Towerbased Environmental
9411,DO,1,Microcomputers Desktop or Towerbased Environmental
9412,DOM,1,Microcomputers Desktop or Towerbased Environmental
9413,PO,1,Microcomputers Desktop or Towerbased Environmental
9414,CT,1,Microcomputers Handheld Laptop and Notebook
9415,CTM,1,Microcomputers Handheld Laptop and Notebook
9416,DO,1,Microcomputers Handheld Laptop and Notebook
9417,DOM,1,Microcomputers Handheld Laptop and Notebook
9418,PO,1,Microcomputers Handheld Laptop and Notebook
9419,DO,1,Microcomputers Handheld Laptop and Notebook ECO Ce
9420,DOM,1,Microcomputers Handheld Laptop and Notebook ECO Ce
9421,PO,1,Microcomputers Handheld Laptop and Notebook ECO Ce
9422,CTM,1,MICROCOMPUTERS LAPTOP
9423,PO,1,MICROCOMPUTERS LAPTOP
9424,DO,1,MICROCOMPUTERS NOTEBOOK
9425,CTM,1,MICROCOMPUTERS PORTABLE
9426,PO,1,MICROCOMPUTERS PORTABLE
9427,CT,1,MICROCOMPUTERS WORKSTATION
9428,PO,1,Microfiche/Microfilm Reader Printer Supplies: Pape
9429,PO,1,Microfilm Microfiche etc. (Prepared)
9430,PO,1,MICROMETERS OUTSIDE
9431,PO,1,MICRONUTRIENTS FERTILIZER CUSTOM BLENDING
9432,CT,1,MICROPHONE SYSTEM WIRELESS
9433,PO,1,MICROPHONE SYSTEM WIRELESS
9434,PO,1,MICROPHONES AND ACCESSORIES
9435,CT,1,MICROPHONES AND PARTS (BRAND LISTED OR EQUAL)
9436,PO,1,MICROPHONES AND PARTS (BRAND LISTED OR EQUAL)
9437,CT,1,Microphones and Related Equipment: Chestsets Earp
9438,DO,1,Microphones and Related Equipment: Chestsets Earp
9439,PO,1,Microphones and Related Equipment: Chestsets Earp
9440,PO,1,Microscope Accessories: Adapters Condensers Filt
9441,PO,1,Milk All Types
9442,PO,1,Millwork: Counters Custom-Made Cabinets Shelves
9443,PO,1,Mineral Oil Petrolatum etc.
9444,PO,1,MIRRORS CONVEX HOUSEHOLD TYPE
9445,PO,1,Mirrors Inspection Type
9446,PO,1,MIRRORS MISC. AUTOMOTIVE  (BRAND LISTED OR EQUAL)
9447,PO,1,MIRRORS PARTS AND ACCESS. - CHRYSLER (ORIG. EQUIP
9448,DO,1,Mirrors Rearview Interior and Exterior
9449,PO,1,Mirrors Rearview Interior and Exterior
9450,CT,1,Mirrors Safety and Security (For Blind Corners in
9451,DO,1,Mirrors Safety and Security (For Blind Corners in
9452,PO,1,Mirrors Safety and Security (For Blind Corners in
9453,PO,1,MIRRORS WALL
9454,CT,1,Misc. Electrical Equipment and Supplies (Not Other
9455,CTM,1,Misc. Electrical Equipment and Supplies (Not Other
9456,PO,1,Misc. Electrical Equipment and Supplies (Not Other
9457,PO,1,MISCELLANEOUS DRAFTING SUPPLIES
9458,PO,1,MISCELLANEOUS DRAWING AND PAINTING SUPPLIES
9459,CT,1,MISCELLANEOUS FABRICATED ITEMS (SPECIAL) NOT OTHER
9460,DO,1,MISCELLANEOUS OFFSET ITEMS
9461,PO,1,MISCELLANEOUS PRODUCTS
9462,PO,1,MISCELLANEOUS PROMOTIONAL ITEMS IMPRINTED
9463,CT,1,MISCELLANEOUS SERVICES
9464,PO,1,MISCELLANEOUS SERVICES
9465,CT,1,MISCELLANEOUS SERVICES NO. 1 (NOT OTHERWISE CLASSI
9466,PO,1,MISCELLANEOUS SERVICES NO. 1 (NOT OTHERWISE CLASSI
9467,CT,1,Miscellaneous Testing and Calibration Services
9468,DOM,1,Miscellaneous Testing and Calibration Services
9469,PO,1,Miscellaneous Testing and Calibration Services
9470,DO,1,Mixed Feed All Types (Includes Feed for Poultry
9471,PO,1,Mixers Lime Slurry
9472,CT,1,MIXERS PARTS AND ACCESSORIES
9473,PO,1,MIXERS PARTS AND ACCESSORIES
9474,PO,1,MOBILE COMMUNICATIONS CENTER
9475,PO,1,Mobile Home Rental or Lease
9476,CT,1,Models Manikins and Instructional Aids
9477,CT,1,Modems External Data Communications
9478,DO,1,Modems External Data Communications
9479,PO,1,Modems External Data Communications
9480,PO,1,MODEMS EXTERNAL FOR COMPUTERS
9481,PO,1,MODEMS STAND-ALONE EXTERNAL
9482,CT,1,Modification of Existing Equipment (Including Cost
9483,PO,1,MODULAR FURNITURE SYSTEMS FREESTANDING WORK SURFAC
9484,PO,1,Modular Panel Systems (With Metal Connecting Mech
9485,CT,1,Modular Panel Systems (With Synthetic Connecting
9486,CT,1,MODULAR SEATING CONSISTING OF A SINGLE SEAT WITH
9487,PO,1,MODULE IGNITION ELECTRONIC
9488,PO,1,MODULE INTERFACE MAINFRAME NETWORK
9489,CT,1,MODULES (BRAND LISTED OR EQUAL)
9490,PO,1,MODULES (BRAND LISTED OR EQUAL)
9491,PO,1,MODULES ELECTRONIC
9492,PO,1,MODULES INVERTER
9493,PO,1,MODULES MEMORY FOR MAINFRAME COMPUTERS
9494,PO,1,MODULES MEMORY RAM
9495,CT,1,MODULES NETWORK
9496,PO,1,MODULES NETWORK
9497,PO,1,MODULES TRAFFIC CONTROLLER
9498,DO,1,MOIL POINT 1-1/4 X 6 IN SHANK X 18 IN BELOW SHANK
9499,PO,1,MOIL POINT 1-1/4 X 6 IN SHANK X 18 IN BELOW SHANK
9500,PO,1,Moisture Separators Non-Refrigerated
9501,PO,1,MOLDING DOOR STOP O.G. AND RANCH
9502,DO,1,MOLDING GROUND WIRE
9503,DOM,1,MOLDING GROUND WIRE
9504,PO,1,MOLDING PVC
9505,PO,1,Moldings Metal
9506,PO,1,Moldings Plastic
9507,PO,1,Moldings Strips Stops Rounds etc.: Wood
9508,PO,1,Molds and Parts Concrete
9509,DO,1,MONITOR/RECEIVER COLOR PROFESSIONAL GRADE MIN.
9510,CT,1,MONITOR/RECEIVER COLOR WIDE SCREEN W/REMOTE CON
9511,CT,1,MONITORING EQUIPMENT GAS
9512,PO,1,MONITORING EQUIPMENT GAS
9513,CT,1,MONITORING EQUIPMENT SECURITY CLOSED CIRCUIT FO
9514,DO,1,MONITORING EQUIPMENT SECURITY CLOSED CIRCUIT FO
9515,PO,1,MONITORING EQUIPMENT SECURITY CLOSED CIRCUIT FO
9516,PO,1,Monitoring Systems All Types (Hospital and Patien
9517,CTM,1,Monitors and Related Equipment Power Line
9518,DOM,1,Monitors and Related Equipment Power Line
9519,PO,1,Monitors and Related Equipment Power Line
9520,CT,1,Monitors Color and Monochrome (CGA VGA SVGA et
9521,CTM,1,Monitors Color and Monochrome (CGA VGA SVGA et
9522,DO,1,Monitors Color and Monochrome (CGA VGA SVGA et
9523,PO,1,Monitors Color and Monochrome (CGA VGA SVGA et
9524,CT,1,Monitors Color and Monochrome Environmentally Cert
9525,DO,1,Monitors Color and Monochrome Environmentally Cert
9526,DOM,1,Monitors Color and Monochrome Environmentally Cert
9527,PO,1,Monitors Color and Monochrome Environmentally Cert
9528,CT,1,MONITORS COLOR FOR COMPUTERS
9529,PO,1,MONITORS COLOR FOR COMPUTERS
9530,PO,1,MONITORS FLAT PANEL LCD
9531,PO,1,MONITORS MONOCHROME FOR COMPUTERS
9532,CT,1,Monitors Television
9533,DO,1,Monitors Television
9534,CT,1,MONITORS TELEVISION
9535,PO,1,MONITORS TELEVISION
9536,CT,1,MONITORS TRAFFIC CONTROLLER
9537,DO,1,MONITORS TRAFFIC CONTROLLER
9538,PO,1,MOP BUCKET WRINGER PARTS AND ACCESSORIES BRAND L
9539,PO,1,Mop Buckets Wringers Bucket Trucks and Attachme
9540,PO,1,Mop Cleaning Service
9541,DO,1,MOP HEAD 24 OZ
9542,PO,1,MOP HEAD 32 OZ
9543,CT,1,MOP HEAD FLAT WAY 24 OZ
9544,DO,1,MOP HEAD FLAT WAY 24 OZ
9545,PO,1,MOP HEAD FLAT WAY 24 OZ
9546,PO,1,MOP HEAD NYLON 24OZ
9547,PO,1,MOP HEADS DRY
9548,DO,1,MOP W/HANDLE 20 OZ
9549,PO,1,MOP W/HANDLE 20 OZ
9550,PO,1,MOPPING UNITS BUCKET AND WRINGER COMBINATION PEN
9551,PO,1,Mops and Handles Dry and Treated Types
9552,PO,1,Mops and Handles Wet Types
9553,CT,1,MOPS WET TYPE OTHER THAN SPONGE TYPE
9554,PO,1,MOPS WET TYPE OTHER THAN SPONGE TYPE
9555,CT,1,MORTAR MIX (BAGGED)
9556,CT,1,Mortars and/or Grouts
9557,PO,1,Mortars and/or Grouts
9558,PO,1,Motherboards
9559,PO,1,MOTHERBOARDS MICROCOMPUTER
9560,PO,1,Motion Components Linear (Shafts Bearings Suppo
9561,PO,1,Motor and Engine Maintenance and Repair Small Gas
9562,CT,1,Motor and Engine Parts and Accessories (Miscellane
9563,DO,1,Motor and Engine Parts and Accessories (Miscellane
9564,PO,1,Motor and Engine Parts and Accessories (Miscellane
9565,PO,1,MOTOR CONTROL
9566,CT,1,Motor Controllers Contactors Push Button Station
9567,CTM,1,Motor Controllers Contactors Push Button Station
9568,DO,1,Motor Controllers Contactors Push Button Station
9569,DOM,1,Motor Controllers Contactors Push Button Station
9570,PO,1,Motor Controllers Contactors Push Button Station
9571,PO,1,Motor Maintenance and Repair Vertical
9572,CT,1,Motor Rewinding and Repairing Electric
9573,PO,1,Motor Rewinding and Repairing Electric
9574,PO,1,Motor Scooters and Trucksters Electric Powered (I
9575,PO,1,Motor Scooters and Trucksters Engine Driven (Incl
9576,PO,1,MOTOR WINDSHIELD WIPER
9577,PO,1,MOTORCYCLE AND SCOOTER PARKING ONLY
9578,CT,1,Motorcycles Accessories and Parts
9579,DO,1,Motorcycles Accessories and Parts
9580,PO,1,Motorcycles Accessories and Parts
9581,CT,1,Motorcycles Bicycles Motor Scooters and Truckst
9582,DO,1,Motorcycles Bicycles Motor Scooters and Truckst
9583,PO,1,Motorcycles Bicycles Motor Scooters and Truckst
9584,PO,1,Motorcycles Motor Scooters and Trucksters Rental
9585,PO,1,Motors (AC DC Vector Duty Washdown Brake Stai
9586,PO,1,Motors Air Compressor
9587,CT,1,Motors and Engines (Including Parts) Industrial
9588,PO,1,Motors and Engines (Including Parts) Industrial
9589,CT,1,Motors and Parts Fractional H.P. Electric
9590,CTM,1,Motors and Parts Fractional H.P. Electric
9591,DOM,1,Motors and Parts Fractional H.P. Electric
9592,PO,1,Motors and Parts Fractional H.P. Electric
9593,PO,1,Motors and Parts Integral H.P. Single Phase Ele
9594,CT,1,Motors and Parts Integral H.P. Three Phase Elec
9595,PO,1,Motors and Parts Integral H.P. Three Phase Elec
9596,PO,1,MOTORS COMPRESSOR ELECTRIC
9597,CT,1,MOTORS ELECTRIC (MISC)
9598,DO,1,MOTORS ELECTRIC (MISC)
9599,PO,1,MOTORS ELECTRIC (MISC)
9600,PO,1,MOTORS ELECTRIC 1 PHASE
9601,CT,1,MOTORS ELECTRIC 3 PHASE
9602,PO,1,MOTORS ELECTRIC 3 PHASE
9603,PO,1,MOTORS ELECTRIC BRAKE
9604,PO,1,MOTORS ELECTRIC FRACTIONAL H.P.
9605,CT,1,MOTORS HVAC FAN ELECTRIC
9606,PO,1,MOTORS HVAC FAN ELECTRIC
9607,CT,1,Motors Outboard Gasoline
9608,PO,1,Motors Outboard Gasoline
9609,CT,1,MOUNTING BOARDS AND MATS PICTURE
9610,CT,1,Mounting Bracket CCTV Camera
9611,DO,1,Mounting Bracket CCTV Camera
9612,PO,1,Mounting Bracket CCTV Camera
9613,PO,1,MOUNTING DEVICE SWITCH BOX
9614,DO,1,"Mounting Hardware: Laptops GPS Cameras Electronic "
9615,PO,1,"Mounting Hardware: Laptops GPS Cameras Electronic "
9616,PO,1,MOUNTING STAND LAPTOP VEHICLE NO-DRILL SYSTEM
9617,DOM,1,MOUNTINGS FUSE
9618,CT,1,Mounts and Models
9619,DO,1,Mounts and Models
9620,PO,1,Mounts and Models
9621,PO,1,MOUNTS MOTOR
9622,CT,1,Moving Services
9623,DO,1,Moving Services
9624,PO,1,Moving Services
9625,PO,1,Moving: House Portable Building etc.
9626,CT,1,Mower (Steep Slope Type with Cutter Head on Telesc
9627,PO,1,Mower (Steep Slope Type with Cutter Head on Telesc
9628,PO,1,Mower Center Mounted; and Tractor (See Class 515
9629,PO,1,MOWER PARTS SLOPE ROANOKE
9630,PO,1,MOWER ROTARY SINGLE 5 FOOT
9631,PO,1,MOWER/SHREDDER PARTS BRILLION
9632,PO,1,MOWER/SHREDDER PARTS CASE
9633,PO,1,MOWER/SHREDDER PARTS FORD
9634,PO,1,MOWER/SHREDDER PARTS JOHN DEERE
9635,PO,1,MOWER/SHREDDER PARTS RHINO
9636,PO,1,MOWER/SHREDDER PARTS TORO
9637,DO,1,MOWERS LAWN GAS ENGINE
9638,PO,1,MOWERS LAWN HEAVY DUTY ROTARY PUSH TYPE
9639,PO,1,MOWERS LAWN MEETING TEXAS SPEC. NO. 515-MW-94 1
9640,PO,1,MOWERS WALK BEHIND MID-RANGE MEETING STATE OF M
9641,PO,1,Mower-Tractor Unit or Self-Propelled Mower for Sl
9642,DO,1,Mucosal Atomization Device
9643,PO,1,Mucosal Atomization Device
9644,CT,1,Mucosal Atomization Device - Wolf Troy Nasal MAD30
9645,DO,1,Mucosal Atomization Device - Wolf Troy Nasal MAD30
9646,PO,1,Mucosal Atomization Device - Wolf Troy Nasal MAD30
9647,CT,1,Mud Jack Hose
9648,PO,1,MUFFLERS EXHAUST - BRAND LISTED OR EQUAL
9649,PO,1,MULCH WOOD
9650,CT,1,MULCH. THIS ITEM SHALL CONSIST OF FURNISHING TRAN
9651,PO,1,Mulch/Compost Production Services
9652,PO,1,Multi-Function Office Machines (Combination of Fax
9653,PO,1,Multimedia Sets (Prepared)
9654,CT,1,Multi-Trauma Dressing Gam Industries #3050 .   12i
9655,DO,1,Multi-Trauma Dressing Gam Industries #3050 .   12i
9656,PO,1,Multi-Trauma Dressing Gam Industries #3050 .   12i
9657,PO,1,MURIATIC ACID
9658,PO,1,Music Systems and Components: Amplifiers Mixers
9659,PO,1,Musical Equipment
9660,PO,1,Musical Instrument Rental or Lease
9661,PO,1,MUSICAL INSTRUMENTS ACCESSORIES AND SUPPLIES
9662,CT,1,Musical Production Services
9663,DO,1,Musical Production Services
9664,PO,1,Musical Production Services
9665,CT,1,Musical Supplies: Music Holders Strings Reeds e
9666,CT,1,MUSICIAN ALL TYPES
9667,PO,1,MUSICIAN ALL TYPES
9668,PO,1,MUSICIANS PERSONNEL TEMPORARY
9669,DO,1,"N003 14ga. X 1.25 PROTECTIVA PLUS Safety Catheter "
9670,CT,1,N004.1 ARS Needle Decompression Kit Part Number ZZ
9671,DO,1,N004.1 ARS Needle Decompression Kit Part Number ZZ
9672,PO,1,N004.1 ARS Needle Decompression Kit Part Number ZZ
9673,DO,1,N011     24ga. X ? in PROTECTIV? PLUS Safety Cathe
9674,DO,1,N011.1 PROTECTIVE PLUS SAFETY I. V CATHETERS SIZE:
9675,DO,1,"N01124ga. X 3/4 in PROTECTIV PLUS Safety Catheter "
9676,PO,1,"N01124ga. X 3/4 in PROTECTIV PLUS Safety Catheter "
9677,DO,1,N013.1  1ML TUBERCULIN SYRINGE W/25 GAUGE X 1IN. N
9678,PO,1,N013.1  1ML TUBERCULIN SYRINGE W/25 GAUGE X 1IN. N
9679,DO,1,N014.1  3ML HYPODERMIC SYRINGE W/22 GAUGE X 1-1/2I
9680,PO,1,N014.1  3ML HYPODERMIC SYRINGE W/22 GAUGE X 1-1/2I
9681,PO,1,"N014.2    3 ml Hypodermic Syringe with 25 gauge X "
9682,PO,1,N014.3    3/10 mL BD SafetyGlide insulin syringe w
9683,PO,1,N022.1      25ga X 5/8 Disposable Needle.  Hypoder
9684,DO,1,N024.1 SHARPS CONTAINER. 4.7 QUART RECTANGULAR W_L
9685,DO,1,N027 SHARPS CONTAINER 10 GALLON SHARPS-A-GATOR. RE
9686,PO,1,N027 SHARPS CONTAINER 10 GALLON SHARPS-A-GATOR. RE
9687,CT,1,N035     BD? Twin Pack?  BD? Twin Pack? # 303390 L
9688,DO,1,N035     BD? Twin Pack?  BD? Twin Pack? # 303390 L
9689,DO,1,N035 BD Twin Pack BD Twin Pack # 303390 Latex Free
9690,CT,1,N040     EZ-IO Adult Needle Sets VidaCare Corporat
9691,DO,1,N040     EZ-IO Adult Needle Sets VidaCare Corporat
9692,PO,1,N040     EZ-IO Adult Needle Sets VidaCare Corporat
9693,DO,1,N040.1     EZ-IO connects  VidaCare Corporation #V
9694,CT,1,N040.11     EZ-IO PD-IO Needle Sets VidaCare Corpo
9695,DO,1,N040.11     EZ-IO PD-IO Needle Sets VidaCare Corpo
9696,CT,1,N040.13   45mm LD Needle set. EZIO Large Adult Nee
9697,DO,1,N040.13   45mm LD Needle set. EZIO Large Adult Nee
9698,PO,1,N040.13   45mm LD Needle set. EZIO Large Adult Nee
9699,CT,1,N040.2     EZ-IO Driver VidaCare Corporation #VID0
9700,DO,1,N040.2     EZ-IO Driver VidaCare Corporation #VID0
9701,DO,1,N040.21     EZ-IO Driver. G3 Model. Used by parame
9702,DO,1,N040.6     EZ-IO Storage Case  VidaCare Corporatio
9703,DO,1,N040.61     EZ-IO Storage Case for the  G3 driver.
9704,DO,1,N041.1  ICC TUBERCULIN SYRINGE W/27 GAUGE X 1/2IN.
9705,PO,1,N042 Eclipse Needle. 21G x .75 inch.  Safety Needl
9706,PO,1,N043   Blood Collection tube  Grey.
9707,PO,1,N044 Infusion set winged.
9708,PO,1,NAILS AIR GUN
9709,CTM,1,NAILS BOX CEMENT COATED
9710,DO,1,NAILS BOX CEMENT COATED
9711,DOM,1,NAILS BOX CEMENT COATED
9712,PO,1,NAILS BOX GALVANIZED
9713,PO,1,Nails Brads Concrete Nails Masonry Nails Spike
9714,PO,1,NAILS COMMON BRIGHT
9715,PO,1,NAILS CONCRETE
9716,PO,1,NAILS DUPLEX HEAD BRIGHT
9717,PO,1,NAILS FINISHING STEEL WIRE BLUNT POINT HARDENE
9718,PO,1,NAILS SURVEYOR
9719,PO,1,NALOXONE (ANTIDOTE FOR NARCOTIC DRUGS)
9720,PO,1,NAME TAGS
9721,PO,1,NAMEPLATES
9722,PO,1,Nameplates (Engraved) and Easels
9723,PO,1,NAMEPLATES METAL
9724,PO,1,Nameplates Metal Adhesive Back
9725,DO,1,Nameplates Plastic
9726,PO,1,Nameplates Plastic
9727,PO,1,NAMEPLATES PLASTIC
9728,PO,1,Nameplates Specialty (Including Clocks Logos Pe
9729,PO,1,NAPKINS PAPER WHITE DISPENSER TYPE
9730,DO,1,Nasal Cannula Adult  Hudson RCI  #1103 Cannula.  L
9731,DO,1,Nasal Cannula Adult  Hudson RCI? #1103 Cannula.  L
9732,DO,1,Nasopharyngeal Airway  Sherwood # 247031 Size 28 f
9733,PO,1,Nasopharyngeal Airway  Sherwood # 247031 Size 28 f
9734,DO,1,Nasopharyngeal Airway  SHERWOOD # 247049  Size 30f
9735,PO,1,Nasopharyngeal Airway  SHERWOOD # 247049  Size 30f
9736,DO,1,"Nasopharyngeal Airway  SHERWOOD # 247056  Size 32 "
9737,PO,1,"Nasopharyngeal Airway  SHERWOOD # 247056  Size 32 "
9738,PO,1,NECKTIES FEMALE
9739,PO,1,NECKTIES MALE
9740,DO,1,NEEDLES DISPOSABLE STERILE
9741,PO,1,NEEDLES DISPOSABLE STERILE
9742,PO,1,Needles Specialized: Biopsy Spinal Surgical et
9743,DO,1,Neonate Ambu Spur #544-211-000
9744,PO,1,Neonate Ambu Spur #544-211-000
9745,CT,1,NET PROTECTIVE CARGO
9746,CT,1,NETTING 100% POLYESTER MESH
9747,PO,1,NETTING 100% POLYESTER MESH
9748,PO,1,NETTING SOIL RETENTION
9749,PO,1,NETWORK COMPONENTS RADIO
9750,CT,1,Network Components: Adapter Cards Bridges Connec
9751,DO,1,Network Components: Adapter Cards Bridges Connec
9752,PO,1,Network Components: Adapter Cards Bridges Connec
9753,PO,1,NETWORK EXTENDER UNITS
