VEND_ID,LGL_NM,VEND_CUST_CD
2674,International Surveillance Services,VS0000031602
2675,InterPro Solutions LLC.,V00000939782
2676,Interspire,VS0000031115
2677,INTERSTATE POWERCARE INC,INT8321858
2678,INTERSTATE TRAILERS INC,INT7110340
2679,INTERTECH FLOORING,INT7032060
2680,INTERVET INC,SCH7114235
2681,INTRA-FOCUS INC,BIG8318399
2682,Intterra,V00000932058
2683,Invarion Inc.,VS0000012116
2684,INVENSYS SYSTEMS INC,FOX1919750
2685,Inverness Medical Innovations North America Inc.,VS0000018029
2686,ION ART INC,ION7111570
2687,Iowa SFK Leasing,V00000941947
2688,IPCD Associates LLC,VS0000032312
2689,IPMEDIA HOLDINGS INC,VS0000025643
2690,IPROMOTEU.COM INC,IPR8317225
2691,IPS Group Inc.,VS0000018003
2692,IRBY UTILITY SUPPLY,IRB8303980
2693,IRIS Ltd. Inc.,V00000919617
2694,IRON HORSE SAFETY SPECIALTIES LP,IRO8321605
2695,IRON MOUNTAIN RECORDS MANAGEMENT INC,IRO7125995
2696,IRONHORSE ASPHALT LTD,VC0000101126
2697,ISABEL BURSK,VC0000101804
2698,iSi Central Valley Inc.,VS0000034938
2699,ISI COMMERCIAL REFRIGERATION LLC,VS0000013411
2700,iSimulate,V00000944697
2701,Ismael Mauricio Cavazos,VS0000023908
2702,ITERIS INC,V00000902422
2703,ITIN SCALE COMPANY INC.,V00000905152
2704,Itrezzo Inc.,V00000963157
2705,ITS Plus Inc.,V00000922895
2706,ITT WATER & WASTEWATER USA,ITT8322991
2707,ITW GSE Inc.,VC0000102891
2708,J & B AVIATION SVCS INC,JBA7157270
2709,J & E INSTRUMENTS,JEI2594250
2710,J & J Industrial Sales Co. Inc,V00000928685
2711,J & M ENGRAVERS INC,JME8300306
2712,J & P Holdings Inc.,V00000928706
2713,J A SEXAUER INC,JAS8302043
2714,J and M Stone Supply LLC,V00000927087
2715,J BRANDT RECOGNITION LTD,JBR8321167
2716,J G B ENTERPRISES INC,JGB8317023
2717,J Huber & Associates,V00000916670
2718,J J KELLER & ASSOC INC,JJK6036700
2719,J L MATTHEWS CO INC,MAT3067750
2720,J M BOYER INC,JMB7141190
2721,J M HOLLEMAN & ASSOC,JMH7020390
2722,J. C. Mowrey Inc.,V00000933080
2723,J. R. Inc.,VS0000005206
2724,J. Warren &amp; Associates LLC,V00000935087
2725,J.L. Powell & Associates Inc.,VS0000031521
2726,J.Q. & G. INC. COMPANY,V00000947097
2727,JabberComm Inc.,V00000912225
2728,Jacadis LLC,V00000915169
2729,Jackie Venson,V00000929821
2730,JACKSON KAYAK,VS0000037985
2731,JACKSON KAYAK INC,VS0000037985
2732,JACOB ALAN JAEGER,V00000918833
2733,Jacob Oakley Wise,VS0000013520
2734,Jacob Polansky,V00000912301
2735,JACQUELYN F ROWE,SHA7043900
2736,JAE CONSTRUCTION INC,JAE8317944
2737,JAE Group Inc.,VS0000035509
2738,JAIME AREVALO,CIR8315668
2739,JAMAR TECHNOLOGIES INC,VC0000102986
2740,James A Barnhouse,VS0000016669
2741,James B Templeton,JBT8302036
2742,JAMES B. TEMPLETON,JBT8302036
2743,James D Lovegren,V00000920461
2744,James Donald Garza,V00000940901
2745,James Junius Bennion,V00000946784
2746,James L. Haley,VS0000022196
2747,James Mays,V00000941066
2748,James N Collins,V00000939324
2749,JAMES PARKER,PAR7131705
2750,James Rae Gatewood,VS0000028008
2751,JAMIE CRANDALL EQUIPMENT CORP.,V00000948309
2752,JANA CHRISTINE BECKETT,VS0000009693
2753,Jane Ellen Bryant,V00000947793
2754,Janine Skeens,V00000957640
2755,JANITOR'S WAREHOUSE,JAN7119920
2756,JANWAY COMPANY USA INC,VC0000101735
2757,Jason Paul Sanders,VS0000032148
2758,JASON'S DELI,JAS7017780
2759,Java Connections LLC,V00000927113
2760,JAY MARTIN CO INC,JAY6020615
2761,JAY R ADELMAN,MRC3331500
2762,JB TEMPLETON CONSULTING LLC,JBT8302036
2763,JC Callis,V00000941942
2764,JDP Enterprises Ltd. Co.,VS0000008606
2765,JDV Process Equipment Corporation,V00000905209
2766,JDV PRODUCTS INC,JDV8321189
2767,Jeanette Larson,V00000907595
2768,Jeff Ellison,VS0000031989
2769,JEFF ELLISON,VS0000031989
2770,Jeff T Ellison,VS0000031989
2771,Jeffrey C O'Brien,VS0000023214
2772,Jeffrey Hubbard Paine,VS0000035852
2773,Jeffrey Joseph Thomas,VS0000006314
2774,Jeffrey Thomas Plankenhorn,V00000900192
2775,Jefri Woe,V00000939960
2776,JELCO,JEL8315585
2777,JENFITCH LLC,V00000916785
2778,JENKINS ENVIRONMENTAL CONSULTING LLC,JEN8303952
2779,Jennifer Gilmore,VS0000029056
2780,Jennifer Sparks,V00000951285
2781,Jeonghee L Young,V00000957403
2782,Jereme J Lewis,V00000959396
2783,JEROME GOMEZ,VC0000102274
2784,JERRI L WALKER,VER8319205
2785,JERRY'S ARTARAMA,JER8317498
2786,JERSEY EQUIPMENT CO OF HOUSTON,JER7010935
2787,JES-CO INC,JES2601750
2788,JESSE E SUBLETT,VC0000102347
2789,Jessica R Brown,V00000952632
2790,JESSIE L FENNELL,VS0000017625
2791,Jet Terminal Services Inc,V00000904983
2792,JETS Fire & Safety,V00000929555
2793,JF FILTRATION INC,JFF7061400
2794,JG ARCOIRIS PAINTING CONTRACTORS LLC,VC0000101391
2795,JHL INDUSTRIES,JHL7073575
2796,Jillian Annie Bloom,V00000904396
2797,JIM COX SALES INC,JIM8318353
2798,Jim Sloan Inc.,V00000912968
2799,JIM WEATHERFORD CO INC,VC0000101426
2800,JIM'S TOP SHOP,JIM6010215
2801,JL-D MANAGEMENT CO INC,FMZ8311644
2802,JM Engineering LLC,VS0000035915
2803,JM Test Systems Inc,V00000930470
2804,JMDCC LLC,V00000908568
2805,JMR Technology Inc.,V00000946413
2806,JNA Painting & Contracting Company INC,V00000956347
2807,Jo Anne Virgil,VS0000003795
2808,Joe C Tyra Jr.,V00000955320
2809,Joe Elvis Tristan,V00000958488
2810,Joel Laviolette,VS0000023141
2811,Joel Lee Means,VS0000018334
2812,John Allen Hightower Jr,V00000925021
2813,JOHN BEAN TECHNOLOGIES CORPORATION,FMC8301233
2814,John Budd Wentz,V00000902506
2815,John C Strider,V00000944537
2816,JOHN COLE CHEMICAL CORP,JOS2646500
2817,JOHN DEERE LANDSCAPES,JOH8304511
2818,JOHN DEERE LANDSCAPES INC,JOH8304511
2819,JOHN DEERE LANDSCAPES LLC,JOH8304511
2820,JOHN DELL,VC0000101716
2821,John E Testa,V00000945053
2822,John H Gold III,V00000931446
2823,John Henry Bowers,VS0000013324
2824,John M Jones,V00000925394
2825,JOHN M SCHEXNAYDER,ACT7030180
2826,John Patrick Kelly,V00000941698
2827,John Penney II Electrical Inc.,VS0000035571
2828,JOHN Q HAMMONS RVOC TR 12281989,V00000924715
2829,John R Russell,V00000922374
2830,John R. Neal & Associates Inc,V00000907997
2831,JOHN W GASPARINI INC,MAR7078470
2832,John W. Smith,VS0000015627
2833,Johnathan Michael OBryant,V00000941650
2834,JOHNNY CARINO'S ITALIAN,JOH8318725
2835,Johnny M Osborne,V00000943920
2836,JOHNNY ROOTER PLUMBING INC,JOH7033495
2837,JOHNSON CONTROLS INC,JOH2615500
2838,Johnson Matthey Inc.,V00000959974
2839,JOHNSON OIL CO,TRI4738500
2840,JOHNSON ROBERTS & ASSOCIATES,JOH8313444
2841,JOHNSON SUPPLY,JOH6120290
2842,JOHNSON TOM C,TOM8319388
2843,JOHNSTON HOLDINGS INC,VS0000003160
2844,Johnston Technical Services Inc.,VS0000026062
2845,JOHNSTONE SUPPLY OF AUSTIN INC,JOH2631250
2846,JOLLYVILLE CAR WASH INC,VC0000102251
2847,JOM PHAMACEUTICAL SERVICES INC,GYN6041515
2848,JON BRETT KOLAJA,ADV7152775
2849,Jon David Maffett,V00000936218
2850,Jon E. Rudeen,VS0000031201
2851,Jonas Alvarez,VS0000023221
2852,Jonathan M Bloom,V00000913713
2853,Jones & Bartlett Learning LLC,V00000939768
2854,JONES & BARTLETT PUBLISHERS,JON7137300
2855,JONES EQUIPMENT & TURF INC,JON7157600
2856,JONES EQUIPMENT & TURF INC,JON8301239
2857,Joonha Park,V00000957425
2858,JOSCO PLUMBING SUPPLY,JOS8315064
2859,JOSE VICTOR LOZANO,VS0000023888
2860,JOSEPH & SAMMEL INC,SOU7069835
2861,Joseph Caiaphas Parker Jr,VS0000037709
2862,JOSEPH G POLLARD CO INC,JOS3825000
2863,JOSEPH M KOCH CO,KOC7126670
2864,JOSEPH RAMOS,JOS8318677
2865,JOSEPH TRANSLATION SERVICES,JOS2648000
2866,Joshua Blake Brewster,V00000938696
2867,Joshua Jeffrey Robins,VS0000019352
2868,JOSS GROWERS INC,JOS8314877
2869,JourneyEd.com Inc.,V00000962649
2870,JP Bowlin Co LLC,V00000916805
2871,JRE ENTERPRISES INC,ABB0011500
2872,JT&A Inc,V00000904408
2873,JTB World Inc.,V00000960296
2874,JTE COMPANY LLC,VS0000031989
2875,JTSM INC,VS0000034643
2876,JUAN IN A MILLION RESTAURANT,JUA7032915
2877,JUAN J VILLARREAL JR,V00000949705
2878,Juan Manuel Sifuentes,VS0000024813
2879,JUAN P MEZA,JUA7032915
2880,JUANITA ARGUELLO,VS0000017442
2881,Juanita G Tijerina,V00000938502
2882,JUDY F FREEMAN,VC0000102334
2883,JULER GROUP INCORPORATED,V00000937942
2884,Julie Anne Higgins,VS0000001054
2885,JULIE HIGGINS KING,VS0000001054
2886,JUSTIN SEED CO INC,JUS8320975
2887,Justin Taylor Williams,V00000957345
2888,JWC ENVIRONMENTAL,VS0000004240
2889,JWC ENVIRONMENTAL INC,V00000919575
2890,JWC ENVIRONMENTAL LLC,V00000919575
2891,K & J WOODWORKS LC INC,KJW7045705
2892,K & J WOODWORKS LLC,KJW7045705
2893,K & K SYSTEMS INC,KKS8308055
2894,K & N MANAGEMENT INC,KNM7047775
2895,K HANES INC,BJS0699750
2896,K.VAN BOURGONDIEN & SONS INC,KVA8320097
2897,KAISER & SONS INC,NET8301304
2898,KALIBURN INC,V00000915745
2899,Kalu James,V00000932723
2900,KAMAN INDUSTRIAL TECHNOLOGIES,KAM8304883
2901,KAMRAN HOOSHMAND,VC0000102415
2902,Kando Partners,V00000909832
2903,Kanopy Inc.,V00000947984
2904,Kappa Map Group LLC,VS0000035489
2905,Kara Elise Wardwell,V00000957440
2906,Karen Esther Ballinger,VS0000018366
2907,KARIM WAKIL,AFG7150075
2908,KARMORE INCORPORATED,MEI6004990
2909,Kaspar Ranch Hand Truck Equipment LLC,V00000922272
2910,KASSANOFF NEAL,KAS7156430
2911,KATHERINE F HUGHES,VC0000101951
2912,Katherine R. Wood,VS0000032945
2913,Kathleen Mary Tremblay,VS0000020031
2914,Kathryn S Deolloz,V00000941912
2915,KATHY DUNN HAMRICK DANCE COMPANY INC,KAT7162750
2916,Katie Floyd,V00000936740
2917,KBLB KEN LTD,V00000950608
2918,KBS ELECTRICAL DISTRIBUTORS INC,KBS6049140
2919,KEELING COMPANY,V00000931290
2920,KEEP AUSTIN BEAUTIFUL,KEE2684250
2921,KEG TECHNOLOGIES INC,KEG8304959
2922,KEITH GRAVES,V00000926267
2923,KEL-LAC UNIFORMS INC,KEL8312809
2924,Keller Williams Realty Inc,V00000932955
2925,KELLY-MOORE PAINT CO INC,KEL2690750
2926,KEMA INCORPORATED,KEM7155110
2927,KEMIRA WATER SOLUTIONS INC,KEM8309502
2928,Kemper America Inc.,V00000910575
2929,Kem-Pro Industrial Supply Co.,VS0000012405
2930,KEN MCWILLIAMS,V00000904941
2931,KENFIELD GOLF CARS LLC,V00000929675
2932,KENNEDY WIRE ROPE & SLING CO INC,KEN7069310
2933,KENNETH FOX SUPPLY CO,V00000957485
2934,Kenneth R McWilliams,V00000904941
2935,Kent Powersports LP,V00000915840
2936,KENTRON HEALTH CARE INC,KEN8309870
2937,KENTRON HEALTHCARE INC,KEN8309870
2938,Kettlebell Inc,VS0000029969
2939,Kevin Brian Connor,V00000910210
2940,Kevin Lee Shelton,VS0000032420
2941,Kevin Russell,V00000939521
2942,KEYSTONE (US) MANAGEMENT,V00000909510
2943,KeyWarden Systems Partner LLP,V00000902195
2944,KIDDE FIRE FIGHTING,KID8310810
2945,KidZone Play L.L.C.,V00000900608
2946,KidZone Play LLC,V00000900608
2947,KILLEEN POWER SPORTS LTD,VS0000007533
2948,Killer Apparel Group Inc.,VS0000022887
2949,KIMBALL INTERNATIONAL MARKETING INC,KIM8308336
2950,Kimberly Finkel Davis,V00000902571
2951,KIMTEK CORPORATION,V00000901869
2952,KIN PERFORMANCE CONTRACTORS LLC,V00000905731
2953,King Ranch Turfgrass LP,VC0000101398
2954,KING RANCH TURFGRASS LP,VC0000101398
2955,KING SUPPLY COMPANY LP,KIN8309914
2956,Kingsley Associates,V00000936539
2957,KINLOCH EQUIPMENT & SUPPLY INC,KIN8306016
2958,KINSER BEEKEEPING INC,VC0000101884
2959,KIP America Inc,VC0000100124
2960,KIP AMERICA INC,VC0000102682
2961,Kiwi Compute LLC,V00000946177
2962,KJB Security Products Inc.,V00000908586
2963,KLEPZIG INC,V00000905755
2964,Klepzig Material & Trucking Inc.,VS0000013127
2965,K-LOG INC,KLO7002430
2966,KLP Commercial L.L.C.,VS0000035647
2967,KNAPHEIDE TRUCK EQUIPMENT COMPANY SOUTHWEST,V00000944804
2968,Knight Security Systems LLC,V00000909486
2969,KNIGHTEN MACHINE & SERVICE INC.,V00000910498
2970,KNOLL INC,KNO8302766
2971,Knorr Systems Inc.,V00000905411
2972,KNOWLEDGE & INTELLIGENCE PROGRAM PROFESSIONALS (KI,V00000908357
2973,Knowledge Capital Alliance Inc.,V00000945378
2974,KNOWLES PUBLISHING INC,KNO2745000
2975,KNOX ASSOCIATES INC,KNO2745500
2976,KNOX CO (THE),KNO2745500
2977,KNOX CO (THE),KNO7154715
2978,KNOXVILLE GLOVE CO,KNO2746500
2979,KOCH FILTER CORP,KOC7126670
2980,KOETTER FIRE PROTECTION OF AUSTIN LLC,KOE8311095
2981,Kompan Inc,V00000908719
2982,KONE INC,MON6015870
2983,KONICA MINOLTA BUSINESS SOLUTIONS USA INC,MIN7002400
2984,KORTERRA INC,KOR8313279
2985,Kr Sod- Brazos L.P.,VC0000101398
2986,KRAFTSMAN LP,V00000907550
2987,KRAFTSMAN PLAYGROUND & PARK,KRA2764250
2988,Krantz Enterprises LLC,VS0000028056
2989,KRATOS PUBLIC SAFETY & SECURITY SOLUTIONS INC,V00000909058
2990,KRAUSE & NEW LLC,VS0000011293
2991,Krav Maga Worldwide Inc,VS0000005605
2992,K-READ,KRE8319671
2993,Kris KeyZ Prodcutions LLC,V00000901835
2994,KRISTANNA HAYNER,VC0000102243
2995,KRISTEN ALEXANDRA LTD,VC0000103068
2996,KRISTINA L HALEY,VS0000018445
2997,KRMC LLC,V00000916544
2998,KROLL ONTRACK INC.,V00000925674
2999,KRUEGER INTERNATIONAL INC,KRU7005855
3000,KST ELECTRIC A SUBSIDIARY OF ROSENDIN ELECTRIC INC,KST7143270
3001,K-STONE SUPPLIES & REPAIRS LLC,KST7160155
3002,KUBCO DECANTER SERVICES INC,KUB8309400
3003,Kudelski Security Inc.,MIL8314234
3004,KURANDA USA INC,VS0000018384
3005,KUSTOM SIGNALS INC,KUS7095830
3006,KW INDUSTRIES INC,VS0000028044
3007,KWIK ICE,KWI7020750
3008,KYOCERA MITA AMERICA INC,MIT7006165
3009,KYZER / EMP LLC,VS0000012977
3010,L & L ENTERPRISES ASSOC,LLE7091455
3011,L & W SUPPLY CORP,CSW1385500
3012,L D TEBBEN CO INC,LDT8314148
3013,L. DIANNE W. SMITH,VS0000031540
3014,L.J. Power Inc.,V00000929172
3015,L-3 COMMUNICATIONS MOBILE-VISION INC,MOB8308780
3016,La Frenetika Music LLC,V00000940017
3017,LA MOTTE CO,LAM7076030
3018,Lab Escape Inc.,VS0000025734
3019,LAB SAFETY SUPPLY INC,LAB7048260
3020,Labels from the HeartLLC,VS0000014919
3021,LABORATORY CORP OF AMERICA,NAT3389250
3022,LAERDAL MEDICAL CORP,LAE2794000
3023,LAIRD PLASTICS INC,LAI7086445
3024,LAKE AUSTIN MARINA,LAK7110935
3025,LAKE AUSTIN RIVERBOATS,LAK8317942
3026,LAKE AUSTIN WHALE LLC,V00000909811
3027,LAKESIDE EQUIPMENT CORP,LAK7117080
3028,LAKE-VIEW ELECTRONICS CORP,LAK8305351
3029,LAKEVIEW HOSPITALITY LLC,VC0000101269
3030,Lakota Contracting Inc.,V00000933634
3031,LAMAR STEEL & SUPPLY L L P,LAM8310806
3032,LAMAR WHOLESALE SUPPLY INC,LAM2801000
3033,LAMP RECYCLERS OF LOUISIANA,LAM8312949
3034,LANDIS+GYR ANALYTICS LLC,VS0000016466
3035,LANDIS+GYR TECHNOLOGY INC,CEL8315629
3036,LANDMARK NURSERIES INC,LAN7145555
3037,LANDS END BUSINESS OUTFITTERS,LAN7108580
3038,LANDSCAPE FORMS INC,LAN7127070
3039,LANFORD EQUIPMENT CO INC,LAN2811000
3040,LANGUAGE SERVICES ASSOCIATES,LAN7170285
3041,Lannaya,VS0000018513
3042,L'ANTILLAISE GALLERY,LAN8301761
3043,LARGE PUBLIC POWER COUNCIL,LAR8305339
3044,LARRY D. RENO,GOL8302369
3045,Larry Ted Gilbreath,VS0000026582
3046,LASER TECHNOLOGY INC,LAS7063345
3047,LASSETER BUS & MOBILITY,LAS8316927
3048,LATIN AMERICAN BOOK SOURCE INC,LAT7133175
3049,Latitude Geographics Group Ltd,V00000918803
3050,LaTonya J Pegues,VS0000031322
3051,LAURA E. FREEMAN,MUD8308763
3052,Laura M Scarborough,V00000941401
3053,LAUREN CONCRETE INC,LAU2825500
3054,LAUREN CONCRETE LP,LAU2825500
3055,Lauren Faye Burgreen,V00000903768
3056,Lauren Kochavi,V00000902234
3057,Lauren Terese Ah Sang,V00000949623
3058,Lauren Trout,V00000931201
3059,LAVI INDUSTRIES,LAV7121855
3060,LAW ENFORCEMENT ASSOCIATES INC,LAW8309975
3061,LAW ENFORCEMENT TARGETS INC,LAW7002250
3062,Law offices of Joel Rapaport,V00000942421
3063,LAWMEN'S & SHOOTERS' SUPPLY,LAW8320533
3064,LAWRENCE METAL PRODUCTS,LAW6045515
3065,LAWSON PRODUCTS INC,V00000907313
3066,LAWSON PRODUCTS INC.,VS0000017306
3067,LBF ENTERPRISES,VS0000020990
3068,LBI ELECTRO OPTICS CORP,LBI7089300
3069,LBI GROUP COMPANIES INC,LBI7089300
3070,LBK Investments Inc,V00000933684
3071,LBS ENTERPRISES LLC,ALL7093150
3072,LCPtracker Inc,V00000917077
3073,LCR-M LIMITED PARTNERSHIP,MOO8308937
3074,LDG Corporation,VS0000013135
3075,LEA AID Acquisition Company,V00000930176
3076,Lea Park & Play Inc.,V00000918378
3077,LEADER MANUFACTURING INC,FAI8312644
3078,Leading Educators Inc.,V00000947468
3079,League of American Wheelmen Inc,VS0000021348
3080,Learning About Diabetes Inc.,V00000929214
3081,LEASING ENTERPRISES LTD,VC0000102281
3082,Leatham Family LLC.,V00000937964
3083,LEBCO INDUSTRIES LP,VS0000030544
3084,Lectorum Publications Inc.,VS0000006989
3085,LEDs Unlimited LLC,VS0000036580
3086,Lee Construction and Mainenance Company,V00000905229
3087,LEE TECHNOLOGIES SERVICES INC,VC0000101481
3088,LEE TRUITT GRESHAM,VC0000101392
3089,Legacy Components LLC,V00000941866
3090,LEHIGH  SAFETY SHOE CO LLC,LEH8305765
3091,LEHMAN KIM,KIM8320389
3092,LEIF JOHNSON FORD,LEI8303618
3093,LEISURE CRAFT,LEI8312662
3094,LENNOX INDUSTRIES,LEN7150370
3095,LENOVO (UNITED STATES) INC,LEN8317483
3096,Leopardus Incorporated,V00000924878
3097,LEOTEK ELECTRONICS USA CORP,LEO8311944
3098,Lesley Everett Bowles,V00000950029
3099,Lesli Sparkman,V00000926539
3100,Leslie Alyse Blackman,V00000926197
3101,Leslie P. Filip,VS0000021272
3102,LESLIE'S POOLMART INC,LES7130055
3103,Lesly E Reynaga,V00000923814
3104,Level 3 Financial Inc.,V00000913737
3105,Lever Inc.,V00000942076
3106,Levy Premium Foodservice L.L.C,V00000909667
3107,LEWIS JACOB BUCKINGHAM,VS0000030350
3108,LEXICON MARKETING LLC,VC0000103084
3109,LEXIS NEXIS TIME MATTERS SOFTWARE,VC0000100403
3110,LG Architecture LLC,V00000942589
3111,Liberty Data Products Inc.,VS0000031217
3112,Liberty Process Equipment Inc,VS0000029406
3113,LIBERTY STORE (THE),LIB8304853
3114,LIBERTY TIRE RECYCLING LLC,VC0000100868
3115,Library Ideas LLC,VS0000033943
3116,Library Interiors Of Texas LLC,VS0000010106
3117,LIBRARY STORE INC (THE),LIB7003645
3118,License to Kilt LLC,V00000904515
3119,LIEBERT CORPORATION,LIE2887500
3120,LIFE BLANKET-COLORADO EXPRESS,LIT7129240
3121,LIFE TECHNOLOGIES CORPORATION,INV7168380
3122,LIFE-ASSIST INC,LIF8309028
3123,LIFEGUARD STORE INC (THE),LIF7163370
3124,Lifeloc Technologies Inc,VS0000037954
3125,LIFESAVING SYSTEMS CORP,LIF7146370
3126,LIGHT BULB DEPOT 33 LLC,LIG8309013
3127,LIGHT BULB SHOP (THE),LAM2801000
3128,LIGHTING PLASTICS INC,VS0000018250
3129,Li-mei Lee,V00000937237
3130,LINCOLN EQUIPMENT INC,LIN7100905
3131,LINCOLN PROPERTY COMPANY COMMERCIAL INC,VS0000017046
3132,Linda Hulsey,V00000958837
3133,LINDA M FELTNER ARTIST LLC,VC0000103384
3134,Linda Marie Austin,V00000909999
3135,Linda Rebecca Johnson,V00000944415
3136,Linda Rebecca Johnson,V00000956720
3137,LINDE INC,AIR0093750
3138,Linde North America Inc.,V00000914048
3139,Lindsay Hoffman,V00000956596
3140,LINDSAY'S ENGINE SERVICE CO INC,LIN2901750
3141,LINDSAY'S INC,LIN2901750
3142,Lindsey Mfg. Co.,VS0000023484
3143,LinkedIn Corporation,V00000946074
3144,LION APPAREL,LIO2905750
3145,LION APPAREL INC,LIO2905750
3146,LIPKIN ALLYSON,LIP8313308
3147,LIQUID ENVIRONMENTAL SOLUTIONS OF TEXAS LLC,LIQ8308269
3148,Liquis Inc.,VS0000026712
3149,Lisa Eklund,V00000957490
3150,LITE-ON TECHNOLOGY USA INC,V00000930793
3151,LIT-GEAR,EAS8322834
3152,LJ Scott,V00000910039
3153,LMI-HHI LTD,MIL7139750
3154,LNT Solutions Incorporated,VS0000036466
3155,Loan-Kieu Le Pham,V00000934761
3156,Local Hub Bicycle Company LLC,V00000941665
3157,Lockeworks,V00000900873
3158,Lockheed Martin Desktop Solutions Inc,V00000908548
3159,Locus Diagnostics LLC,V00000955522
3160,LODAL INC,LOD6034095
3161,LOGICAL CONCEPTS INC,VS0000025279
3162,Logical Operations Inc,V00000922526
3163,Logistical Services International Inc,V00000900455
3164,Logos Imaging LLC,VS0000000856
3165,LOMINGER LIMITED INC.,VS0000019017
3166,LONE RIDER INC,ONL8304605
3167,LONE STAR AWARDS INC,LON8314146
3168,LONE STAR BMW TRIUMPH,LON7114510
3169,Lone Star Decorating LP,V00000912590
3170,LONE STAR INT'L CORP,LON7149135
3171,LONE STAR MATERIALS INC,LON2928250
3172,Lone Star MedWaste Ltd.,V00000921604
3173,LONE STAR OFFICE SUPPLIES INC,LON8310575
3174,Lone Star Products & Equipment llc,VS0000025138
3175,LONE STAR RIVERBOAT INC,LON6016680
3176,LONE STAR SAFETY & SUPPLY,LON8310707
3177,LONE STAR SUPPLIES,LON8310575
3178,LONE STAR UNIFORMS INC,VS0000016735
3179,LONESOME DOVE CAPITAL LP,SOU8307166
3180,Lonestar Fancy Flush LLC,V00000949506
3181,Lonestar Freightliner Group LLC,V00000924855
3182,LONGHORN BLINDS OF AUSTIN LLC,LON8323218
3183,LONGHORN CAR TRUCK RENTAL INC.,LON6008945
3184,LONGHORN CAR-TRUCK RENTALS INC,LON6008945
3185,LONGHORN INC,LON7135385
3186,LONGHORN INTERNATIONAL TRUCKS,LON2935250
3187,LONGHORN INTERNATIONAL TRUCKS LTD,LON2935250
3188,LONGHORN MEAT MARKET INC,LON7073920
3189,LONGHORN MOBILE GLASS SERVICE INC,LON7099110
3190,LONGHORN MOBILE GLASS SVC,LON7099110
3191,LONGHORN OFFICE PRODUCTS INC,LON7144450
3192,LONGHORN PROMOTIONS L P,LON8321640
3193,LONGHORN TROPHIES INC,LON2936250
3194,LONGHORN WATER TREATMENT INC,LON8307239
3195,LONG'S ELECTRONICS INC,LON7035025
3196,LONG'S VACUUM CLEANER CO,LON6012115
3197,Loop1 Systems Inc,VS0000027362
3198,LORI D. DUNNE,VC0000102997
3199,Los Coast,V00000956282
3200,LOVE TENNIS COMPANY,LOV8311040
3201,Love to Ride,V00000947575
3202,LOVELAND TECHNOLOGIES LLC,V00000953776
3203,LOWER COLORADO RIVER AUTHORITY,LOW2955750
3204,LOWER COLORADO RIVER AUTHORITY,VC0000101465
3205,LOWE'S COMPANIES INC,LOW8315045
3206,LOWE'S HOME CENTERS INC,LOW7101640
3207,L-TECH ENTERPRISES INC,LTE7113620
3208,LTH ENTERPRISES LTD,LTH8305274
3209,L-Tron Corporation,V00000962661
3210,Lubricant Product & Supplies LLC,V00000913259
3211,LUCAS HOLDINGS LLC,VC0000102898
3212,Lucid Design Group Inc.,V00000931621
3213,LUCIDITY CONSULTING GROUP LP,LUC8310706
3214,LUCIER CHEMICAL INDUSTRIES LTD,LCI2838250
3215,Lucille's Catering LLC,V00000917948
3216,LUDECA INC,LUD2962000
3217,LUFKIN CREOSOTING CO INC,LUF2965250
3218,LUIS DOOR & CLOSER SERVICE,LUI8318132
3219,Luis Ordaz,V00000961522
3220,LUMASTROBE,LUM7137075
3221,LYME COMPUTER SYSTEMS INC,V00000949112
3222,LYON WORKSPACE PRODUCTS LLC,LYO8313014
3223,Lysander Supply Solutions Inc.,VS0000021247
3224,M & A TECHNOLOGY INC,MAT8321371
3225,M & D DISTRIBUTORS,MDD7037890
3226,M & P ASSOCIATES INC,MPA8310881
3227,M N J TECHNOLOGIES DIRECT INC,MNJ8306448
3228,M&S TECHNOLOGIES INC,MST8316727
3229,M3 Planning,V00000958458
3230,MACAULAY CONTROLS CO,MCC6020925
3231,MACDONNELL RARE BOOKS,MAC7142610
3232,Mack's Sport Shop LLLP,VS0000031735
3233,MacLean Power LLC,VS0000024513
3234,MACWATSON ENTERPRISES INC,PRO8310075
3235,MAD SCIENCE OF AUSTIN,MAD7138185
3236,MADISON FILTER INC,SCA7094085
3237,MADRONE NURSERY,MAD6046750
3238,Magdalena Mar Summers,V00000912109
3239,MAGID GLOVE & SAFETY MFG CO LLC,MAG8307454
3240,Magik Children's Theatre,V00000925871
3241,Magna Carda,V00000947430
3242,MAGNUM CUSTOM TRAILER MFG CO INC,MAG2992250
3243,MAG-T LP,VS0000028041
3244,MAIN EVENT ENTERTAINMENT,MAI8317217
3245,Maine Industrial Tire LLC,V00000909238
3246,Make Data Make Sense LLC,V00000910444
3247,Makerbot Industries LLC,V00000942205
3248,Malaquias Montoya,VS0000023089
3249,MALDONADO LANDSCAPE & IRRIGATION LTD,VC0000100652
3250,MALDONADO NURSERY & LANDSCAPING INC,MAL6026965
3251,MALELO INC,VS0000022327
3252,MALLORY COMPANY - FIRE DIV,MAL8318394
3253,Mangia Chicago Stuffed Pizza,VS0000004917
3254,MANGIA PIZZA INVESTMENTS LLC,V00000913184
3255,Manning Environmental Inc.,VS0000032680
3256,MANS DISTRIBUTORS INC,VS0000021447
3257,Manuel Vasquez,V00000916009
3258,Mapleleaf Promotions,VS0000038032
